,Jugador,País,Posc,Edad,90 s,Cmp,Int.,% Cmp,Dist. tot.,Dist. prg.,Cmp,Int.,% Cmp,Cmp,Int.,% Cmp,Cmp,Int.,% Cmp,Ass,xAG,xA,A-xAG,PC,1/3,PPA,CrAP,PrgP,Partidos
222,Roman Yaremchuk,ua UKR,DL,28-105,7.7,109.0,161.0,67.7,1361.0,322.0,75.0,101.0,74.3,24.0,36.0,66.7,4.0,4.0,100.0,0,0.1,0.2,-0.1,3.0,12.0,3.0,0.0,16.0,Partidos
223,Selim Amallah,ma MAR,"DL,CC",27-117,6.5,116.0,158.0,73.4,1597.0,445.0,65.0,77.0,84.4,32.0,46.0,69.6,7.0,14.0,50.0,1,0.3,0.3,0.7,4.0,11.0,3.0,0.0,21.0,Partidos
224,Domingos André Ribeiro Almeida,pt POR,"DL,CC",23-286,5.3,144.0,186.0,77.4,2242.0,579.0,80.0,87.0,92.0,48.0,58.0,82.8,12.0,20.0,60.0,1,0.7,0.5,0.3,7.0,16.0,4.0,0.0,23.0,Partidos
225,Jesus Vazquez,es ESP,"DF,CC",21-069,3.3,62.0,107.0,57.9,877.0,314.0,36.0,42.0,85.7,17.0,32.0,53.1,4.0,14.0,28.6,0,0.1,0.1,-0.1,2.0,5.0,2.0,2.0,6.0,Partidos
226,Yarek Hernandis,es ESP,DF,19-059,3.2,,,,,,,,,,,,,,,0,,,,,,,,,Partidos
227,Pablo Gozalbez,es ESP,"CC,DL",22-316,1.1,16.0,32.0,50.0,197.0,61.0,8.0,15.0,53.3,6.0,9.0,66.7,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Partidos
228,Peter González,do DOM,"CC,DL",21-230,1.1,15.0,27.0,55.6,191.0,23.0,11.0,14.0,78.6,4.0,8.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Partidos
229,Alberto Marí,es ESP,"DL,CC",22-244,0.6,7.0,17.0,41.2,136.0,43.0,0.0,4.0,0.0,5.0,7.0,71.4,1.0,1.0,100.0,1,0.6,0.4,0.4,2.0,1.0,0.0,0.0,3.0,Partidos
230,Hugo González,es ESP,"CC,DL",21-033,0.6,16.0,25.0,64.0,260.0,71.0,9.0,11.0,81.8,5.0,8.0,62.5,1.0,2.0,50.0,1,0.5,0.2,0.5,3.0,1.0,1.0,1.0,1.0,Partidos
231,Mario Dominguez,es ESP,DL,20-030,0.3,4.0,5.0,80.0,56.0,22.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Partidos
232,César Tárrega,es ESP,DF,22-014,0.1,5.0,5.0,100.0,90.0,22.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
233,Total del equipo,,,24.8,27.0,8688.0,11497.0,75.6,155653.0,56945.0,3824.0,4504.0,84.9,3723.0,4393.0,84.7,887.0,1897.0,46.8,23,18.6,16.9,4.4,182.0,652.0,141.0,49.0,816.0,
234,Total del oponente,,,27.8,27.0,11903.0,14782.0,80.5,214694.0,76383.0,5230.0,5930.0,88.2,5175.0,5935.0,87.2,1232.0,2201.0,56.0,23,23.6,24.1,-0.6,200.0,954.0,219.0,66.0,1114.0,
235,Álvaro Vallés,es ESP,PO,26-230,28.0,1242.0,1552.0,80.0,27344.0,19610.0,382.0,383.0,99.7,605.0,622.0,97.3,250.0,532.0,47.0,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,Partidos
236,Kirian Rodríguez,es ESP,CC,28-006,25.7,1979.0,2235.0,88.5,30733.0,9199.0,1070.0,1151.0,93.0,746.0,816.0,91.4,119.0,174.0,68.4,2,1.2,2.5,0.8,29.0,221.0,33.0,4.0,217.0,Partidos
237,Mika Màrmol,es ESP,DF,21-253,25.5,1702.0,1905.0,89.3,26935.0,10698.0,849.0,895.0,94.9,751.0,810.0,92.7,73.0,151.0,48.3,1,0.9,0.9,0.1,3.0,107.0,1.0,1.0,104.0,Partidos
238,Munir El Haddadi,ma MAR,DL,28-192,22.9,488.0,624.0,78.2,7155.0,1743.0,280.0,324.0,86.4,155.0,190.0,81.6,31.0,57.0,54.4,1,1.3,2.1,-0.3,17.0,35.0,21.0,1.0,70.0,Partidos
239,Sergi Cardona,es ESP,DF,24-247,25.1,1392.0,1730.0,80.5,20313.0,7831.0,815.0,919.0,88.7,479.0,567.0,84.5,60.0,138.0,43.5,2,2.3,3.0,-0.3,30.0,87.0,33.0,11.0,130.0,Partidos
240,Javier Muñoz,es ESP,CC,29-012,22.5,808.0,1006.0,80.3,11686.0,2900.0,469.0,538.0,87.2,279.0,323.0,86.4,30.0,67.0,44.8,3,1.3,1.6,1.7,20.0,71.0,20.0,6.0,92.0,Partidos
241,Álex Suárez,es ESP,DF,30-359,19.8,931.0,1082.0,86.0,16096.0,6342.0,437.0,472.0,92.6,396.0,446.0,88.8,77.0,132.0,58.3,0,0.2,0.5,-0.2,6.0,78.0,7.0,3.0,84.0,Partidos
242,Saúl Coco,gq EQG,DF,25-031,18.4,954.0,1074.0,88.8,15920.0,6625.0,439.0,466.0,94.2,463.0,498.0,93.0,39.0,81.0,48.1,0,0.0,0.1,0.0,1.0,40.0,0.0,0.0,57.0,Partidos
243,Máximo Perrone,ar ARG,CC,21-064,14.2,961.0,1065.0,90.2,13963.0,4202.0,555.0,594.0,93.4,347.0,381.0,91.1,33.0,45.0,73.3,0,0.2,0.7,-0.2,8.0,79.0,6.0,0.0,61.0,Partidos
244,Enzo Loiodice,fr FRA,CC,23-105,15.3,703.0,863.0,81.5,9879.0,2188.0,437.0,494.0,88.5,200.0,233.0,85.8,33.0,61.0,54.1,0,0.6,1.3,-0.6,10.0,63.0,5.0,0.0,75.0,Partidos
245,Sandro Ramírez,es ESP,DL,28-246,13.3,345.0,453.0,76.2,5330.0,1307.0,209.0,243.0,86.0,95.0,114.0,83.3,35.0,65.0,53.8,3,2.2,2.4,0.8,23.0,13.0,15.0,2.0,35.0,Partidos
246,Alberto Moleiro,es ESP,"DL,CC",20-163,11.4,336.0,435.0,77.2,4474.0,992.0,208.0,242.0,86.0,103.0,124.0,83.1,6.0,14.0,42.9,3,1.3,1.5,1.7,17.0,22.0,16.0,2.0,39.0,Partidos
247,Julian Araujo,mx MEX,DF,22-211,13.5,555.0,677.0,82.0,9262.0,3200.0,257.0,290.0,88.6,254.0,302.0,84.1,34.0,54.0,63.0,0,1.0,0.7,-1.0,14.0,55.0,12.0,4.0,57.0,Partidos
248,Marvin,es ESP,"DL,DF",23-252,13.2,378.0,517.0,73.1,5555.0,1105.0,211.0,255.0,82.7,141.0,183.0,77.0,13.0,35.0,37.1,2,2.1,1.7,-0.1,10.0,8.0,12.0,5.0,23.0,Partidos
249,Jonathan Viera,es ESP,"CC,DL",34-142,6.9,456.0,513.0,88.9,5988.0,1489.0,278.0,296.0,93.9,141.0,158.0,89.2,9.0,18.0,50.0,1,1.0,1.2,0.0,17.0,35.0,16.0,1.0,65.0,Partidos
250,Sory Kaba,gn GUI,DL,28-227,6.6,96.0,135.0,71.1,1376.0,180.0,57.0,75.0,76.0,26.0,34.0,76.5,6.0,9.0,66.7,1,0.2,0.4,0.8,4.0,6.0,1.0,0.0,10.0,Partidos
251,Marc Cardona,es ESP,DL,28-247,6.0,131.0,174.0,75.3,1496.0,190.0,94.0,118.0,79.7,25.0,34.0,73.5,1.0,6.0,16.7,1,0.9,0.5,0.1,4.0,7.0,5.0,1.0,9.0,Partidos
252,Francisco Jesús Crespo García,es ESP,DL,27-226,5.4,148.0,209.0,70.8,2265.0,568.0,83.0,96.0,86.5,45.0,67.0,67.2,14.0,32.0,43.8,0,0.4,0.4,-0.4,8.0,5.0,5.0,0.0,20.0,Partidos
253,Daley Sinkgraven,nl NED,DF,28-251,2.9,168.0,196.0,85.7,2297.0,703.0,111.0,116.0,95.7,48.0,59.0,81.4,4.0,10.0,40.0,0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,15.0,Partidos
254,Juan Herzog,es ESP,DF,20-303,2.2,116.0,134.0,86.6,1695.0,716.0,67.0,72.0,93.1,41.0,45.0,91.1,5.0,9.0,55.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Partidos
255,Álvaro Lemos,es ESP,DF,30-347,2.2,119.0,148.0,80.4,1751.0,397.0,72.0,77.0,93.5,41.0,52.0,78.8,5.0,13.0,38.5,0,0.0,0.1,0.0,0.0,11.0,2.0,0.0,15.0,Partidos
256,Cristian Herrera,es ESP,"DL,CC",32-364,1.7,85.0,93.0,91.4,998.0,284.0,61.0,63.0,96.8,22.0,24.0,91.7,0.0,0.0,,0,0.0,0.1,0.0,1.0,4.0,0.0,0.0,7.0,Partidos
257,José Campaña,es ESP,CC,30-285,1.1,83.0,100.0,83.0,1192.0,413.0,52.0,56.0,92.9,25.0,26.0,96.2,4.0,11.0,36.4,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,Partidos
258,Eric Curbelo,es ESP,DF,30-057,1.0,51.0,53.0,96.2,785.0,302.0,27.0,27.0,100.0,22.0,24.0,91.7,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Partidos
259,Omenuke Mfulu,cd COD,"CC,DL",29-357,0.9,53.0,60.0,88.3,793.0,301.0,26.0,28.0,92.9,25.0,26.0,96.2,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Partidos
260,Benito Ramírez,es ESP,"DL,CC",28-244,1.9,71.0,106.0,67.0,983.0,257.0,53.0,56.0,94.6,12.0,20.0,60.0,5.0,21.0,23.8,0,0.1,0.1,-0.1,1.0,5.0,3.0,2.0,2.0,Partidos
261,Iñaki González,es ESP,CC,19-228,0.1,4.0,4.0,100.0,70.0,7.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
262,Fabio González,es ESP,CC,27-028,0.0,7.0,7.0,100.0,94.0,27.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Partidos
263,Total del equipo,,,26.2,28.0,14362.0,17150.0,83.7,226428.0,83776.0,7605.0,8352.0,91.1,5491.0,6182.0,88.8,888.0,1740.0,51.0,20,17.1,21.9,2.9,223.0,989.0,214.0,43.0,1204.0,
264,Total del oponente,,,27.9,28.0,8421.0,11349.0,74.2,150595.0,61439.0,3974.0,4624.0,85.9,3244.0,3932.0,82.5,959.0,1994.0,48.1,22,29.6,27.8,-7.6,246.0,705.0,180.0,62.0,885.0,
265,David García,es ESP,DF,30-026,24.7,1034.0,1246.0,83.0,20430.0,8003.0,339.0,374.0,90.6,570.0,637.0,89.5,119.0,206.0,57.8,1,1.3,1.0,-0.3,5.0,119.0,5.0,0.0,123.0,Partidos
266,Ante Budimir,hr CRO,DL,32-233,23.7,217.0,396.0,54.8,2620.0,733.0,151.0,224.0,67.4,49.0,112.0,43.8,4.0,11.0,36.4,2,1.7,1.6,0.3,10.0,23.0,9.0,1.0,38.0,Partidos
267,Sergio Herrera,es ESP,PO,30-280,23.9,546.0,864.0,63.2,18981.0,15859.0,66.0,66.0,100.0,226.0,234.0,96.6,252.0,560.0,45.0,0,0.0,0.1,0.0,1.0,31.0,0.0,0.0,1.0,Partidos
268,Aimar Oroz,es ESP,CC,22-105,23.1,747.0,919.0,81.3,11179.0,2539.0,430.0,497.0,86.5,258.0,294.0,87.8,39.0,58.0,67.2,1,1.5,2.0,-0.5,24.0,65.0,17.0,0.0,95.0,Partidos
269,Jesús Areso,es ESP,DF,24-253,20.6,735.0,980.0,75.0,12090.0,5097.0,365.0,412.0,88.6,299.0,398.0,75.1,53.0,110.0,48.2,2,2.5,2.2,-0.5,24.0,52.0,29.0,18.0,75.0,Partidos
270,Catena,es ESP,DF,29-135,19.7,774.0,948.0,81.6,17658.0,7212.0,178.0,201.0,88.6,448.0,488.0,91.8,139.0,238.0,58.4,1,0.5,0.7,0.5,3.0,68.0,3.0,0.0,55.0,Partidos
271,Rubén Peña,es ESP,"DF,DL",32-237,16.6,507.0,777.0,65.3,8580.0,3820.0,246.0,300.0,82.0,210.0,306.0,68.6,43.0,109.0,39.4,1,1.5,1.8,-0.5,16.0,47.0,20.0,13.0,57.0,Partidos
272,Moi Gómez,es ESP,"CC,DL",29-262,17.1,743.0,923.0,80.5,12819.0,3017.0,347.0,391.0,88.7,302.0,349.0,86.5,69.0,117.0,59.0,0,0.7,1.2,-0.7,18.0,93.0,4.0,1.0,103.0,Partidos
273,Lucas Torró,es ESP,CC,29-236,15.2,448.0,600.0,74.7,7256.0,1986.0,222.0,277.0,80.1,184.0,232.0,79.3,32.0,57.0,56.1,0,0.4,0.4,-0.4,4.0,41.0,3.0,0.0,38.0,Partidos
274,Johan Mojica,co COL,"DF,DL",31-203,15.9,598.0,839.0,71.3,10130.0,3760.0,333.0,369.0,90.2,205.0,279.0,73.5,53.0,137.0,38.7,2,1.9,2.5,0.1,17.0,44.0,26.0,17.0,57.0,Partidos
275,Jon Moncayola,es ESP,CC,25-303,14.7,584.0,768.0,76.0,10952.0,3180.0,249.0,282.0,88.3,245.0,301.0,81.4,81.0,153.0,52.9,2,1.5,2.1,0.5,17.0,73.0,9.0,5.0,67.0,Partidos
276,Juan Cruz Armada,es ESP,DF,31-227,14.6,560.0,739.0,75.8,9954.0,4298.0,266.0,297.0,89.6,227.0,304.0,74.7,64.0,122.0,52.5,1,0.4,0.6,0.6,5.0,52.0,9.0,3.0,61.0,Partidos
277,Iker Muñoz,es ESP,CC,21-127,11.9,449.0,605.0,74.2,8253.0,2202.0,188.0,223.0,84.3,206.0,267.0,77.2,48.0,90.0,53.3,0,0.1,0.3,-0.1,3.0,51.0,4.0,0.0,53.0,Partidos
278,Rubén García,es ESP,DL,30-241,10.6,313.0,472.0,66.3,4905.0,1313.0,173.0,219.0,79.0,99.0,134.0,73.9,32.0,69.0,46.4,2,2.2,2.2,-0.2,21.0,16.0,16.0,4.0,37.0,Partidos
279,Ezequiel Ávila,ar ARG,"DL,CC",30-034,9.6,232.0,371.0,62.5,5068.0,1419.0,94.0,122.0,77.0,75.0,118.0,63.6,59.0,109.0,54.1,3,2.3,2.7,0.7,21.0,25.0,18.0,7.0,39.0,Partidos
280,Jorge Herrando,es ESP,DF,23-012,8.4,208.0,265.0,78.5,3862.0,1519.0,87.0,96.0,90.6,98.0,112.0,87.5,23.0,52.0,44.2,0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,16.0,Partidos
281,Raúl,es ESP,DL,23-129,8.7,112.0,187.0,59.9,1404.0,267.0,77.0,118.0,65.3,24.0,38.0,63.2,4.0,6.0,66.7,0,0.3,0.5,-0.3,8.0,9.0,3.0,0.0,13.0,Partidos
282,Pablo Ibáñez,es ESP,CC,25-173,7.8,215.0,285.0,75.4,3321.0,888.0,105.0,132.0,79.5,91.0,109.0,83.5,10.0,22.0,45.5,1,0.9,1.0,0.1,8.0,24.0,8.0,2.0,44.0,Partidos
283,José Arnaiz,es ESP,"DL,CC",28-331,6.4,141.0,190.0,74.2,2180.0,480.0,83.0,94.0,88.3,36.0,47.0,76.6,16.0,31.0,51.6,1,1.7,1.5,-0.7,12.0,6.0,3.0,1.0,8.0,Partidos
284,Unai García,es ESP,DF,32-037,4.9,124.0,161.0,77.0,2827.0,977.0,36.0,41.0,87.8,65.0,74.0,87.8,23.0,43.0,53.5,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,Partidos
285,Aitor Fernández,es ESP,PO,32-313,4.1,91.0,134.0,67.9,3189.0,2610.0,9.0,9.0,100.0,31.0,32.0,96.9,51.0,91.0,56.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,Partidos
286,Kike Barja,es ESP,"DL,CC",26-345,3.4,83.0,114.0,72.8,1232.0,240.0,44.0,50.0,88.0,24.0,34.0,70.6,8.0,17.0,47.1,0,0.5,0.4,-0.5,5.0,0.0,6.0,3.0,8.0,Partidos
287,Nacho Vidal,es ESP,"DF,DL",29-047,1.1,27.0,40.0,67.5,529.0,191.0,8.0,13.0,61.5,14.0,15.0,93.3,4.0,8.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Partidos
288,Darko Brašanac,rs SRB,CC,32-028,0.5,9.0,15.0,60.0,142.0,18.0,5.0,7.0,71.4,3.0,6.0,50.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Partidos
289,Iñigo Arguibide,es ESP,DF,18-327,0.2,1.0,4.0,25.0,10.0,0.0,1.0,3.0,33.3,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
290,Total del equipo,,,28.6,28.0,9498.0,12842.0,74.0,179571.0,71628.0,4102.0,4817.0,85.2,3989.0,4920.0,81.1,1227.0,2418.0,50.7,20,21.8,24.8,-1.8,225.0,872.0,192.0,75.0,999.0,
291,Total del oponente,,,27.5,28.0,10828.0,13944.0,77.7,187940.0,71451.0,5076.0,5720.0,88.7,4401.0,5305.0,83.0,1045.0,2099.0,49.8,33,26.8,26.7,6.2,223.0,841.0,198.0,72.0,1030.0,
292,Filip Jørgensen,dk DEN,PO,21-330,27.0,758.0,965.0,78.5,19323.0,14105.0,173.0,173.0,100.0,404.0,406.0,99.5,178.0,379.0,47.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Partidos
293,Alex Baena,es ESP,"CC,DL",22-235,20.8,634.0,899.0,70.5,12025.0,4086.0,284.0,333.0,85.3,243.0,326.0,74.5,95.0,181.0,52.5,9,5.9,6.6,3.1,57.0,75.0,40.0,10.0,117.0,Partidos
294,Gerard Moreno,es ESP,DL,31-339,21.3,668.0,856.0,78.0,10966.0,2878.0,361.0,419.0,86.2,236.0,288.0,81.9,60.0,88.0,68.2,3,4.8,4.0,-1.8,44.0,68.0,31.0,4.0,129.0,Partidos
295,Daniel Parejo,es ESP,CC,34-330,20.9,1209.0,1377.0,87.8,22145.0,7894.0,504.0,537.0,93.9,546.0,579.0,94.3,138.0,203.0,68.0,4,2.1,3.1,1.9,24.0,133.0,17.0,5.0,147.0,Partidos
296,Alexander Sørloth,no NOR,DL,28-097,18.6,235.0,319.0,73.7,3023.0,394.0,157.0,185.0,84.9,61.0,89.0,68.5,8.0,11.0,72.7,5,3.0,1.5,2.0,22.0,12.0,5.0,0.0,22.0,Partidos
297,Raúl Albiol,es ESP,DF,38-189,18.2,862.0,1008.0,85.5,17741.0,6756.0,233.0,258.0,90.3,523.0,563.0,92.9,101.0,163.0,62.0,1,0.8,0.6,0.2,3.0,52.0,0.0,0.0,49.0,Partidos
298,Jorge Cuenca,es ESP,DF,24-115,16.6,725.0,855.0,84.8,13217.0,4879.0,274.0,285.0,96.1,394.0,439.0,89.7,50.0,113.0,44.2,0,0.1,0.4,-0.1,1.0,41.0,5.0,3.0,52.0,Partidos
299,Étienne Capoue,fr FRA,CC,35-244,14.7,627.0,727.0,86.2,10191.0,2807.0,332.0,362.0,91.7,238.0,269.0,88.5,47.0,68.0,69.1,1,0.6,0.9,0.4,9.0,65.0,8.0,0.0,69.0,Partidos
300,Alberto Moreno,es ESP,"DF,CC",31-250,13.1,449.0,566.0,79.3,7847.0,2959.0,220.0,249.0,88.4,175.0,209.0,83.7,48.0,82.0,58.5,1,0.9,1.3,0.1,10.0,30.0,16.0,6.0,44.0,Partidos
301,Santi Comesaña,es ESP,CC,27-158,12.5,494.0,569.0,86.8,8068.0,2251.0,251.0,277.0,90.6,199.0,227.0,87.7,31.0,46.0,67.4,0,1.1,0.9,-1.1,6.0,53.0,4.0,0.0,62.0,Partidos
302,Alfonso Pedraza,es ESP,DF,27-337,10.6,401.0,520.0,77.1,6510.0,1956.0,216.0,238.0,90.8,160.0,200.0,80.0,21.0,48.0,43.8,2,2.8,1.9,-0.8,16.0,14.0,21.0,11.0,29.0,Partidos
303,Ilias Akhomach,es ESP,"CC,DL",19-330,12.7,277.0,365.0,75.9,3631.0,942.0,186.0,216.0,86.1,67.0,92.0,72.8,8.0,18.0,44.4,2,2.0,1.6,0.0,18.0,10.0,18.0,5.0,31.0,Partidos
304,Juan Foyth,ar ARG,DF,26-059,11.8,565.0,690.0,81.9,9309.0,3470.0,290.0,320.0,90.6,226.0,270.0,83.7,40.0,66.0,60.6,1,0.9,0.9,0.1,5.0,50.0,7.0,2.0,51.0,Partidos
305,Adrià Altimira,es ESP,"DF,CC",22-349,8.6,389.0,465.0,83.7,6578.0,2133.0,180.0,208.0,86.5,170.0,193.0,88.1,31.0,42.0,73.8,0,0.1,0.2,-0.1,2.0,25.0,5.0,2.0,29.0,Partidos
306,José Luis Morales,es ESP,"DL,CC",36-232,9.9,121.0,173.0,69.9,1816.0,410.0,79.0,94.0,84.0,31.0,49.0,63.3,9.0,14.0,64.3,0,0.5,0.8,-0.5,3.0,8.0,3.0,1.0,16.0,Partidos
307,Kiko Femenía,es ESP,DF,33-038,9.6,504.0,611.0,82.5,8104.0,3100.0,253.0,274.0,92.3,211.0,250.0,84.4,33.0,69.0,47.8,0,0.4,0.5,-0.4,4.0,50.0,4.0,2.0,58.0,Partidos
308,Aïssa Mandi,dz ALG,DF,32-141,8.6,452.0,491.0,92.1,8833.0,3551.0,171.0,187.0,91.4,225.0,232.0,97.0,55.0,64.0,85.9,0,0.7,0.4,-0.7,2.0,37.0,4.0,0.0,35.0,Partidos
309,Yeremi Pino,es ESP,"CC,DL",21-143,5.3,137.0,171.0,80.1,2032.0,432.0,81.0,95.0,85.3,42.0,48.0,87.5,11.0,17.0,64.7,0,0.2,0.5,-0.2,5.0,3.0,6.0,1.0,10.0,Partidos
310,Eric Bailly,ci CIV,DF,29-334,6.3,214.0,247.0,86.6,3936.0,1636.0,72.0,80.0,90.0,123.0,134.0,91.8,16.0,25.0,64.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,11.0,Partidos
311,Francis Coquelin,fr FRA,CC,32-303,6.3,218.0,248.0,87.9,3569.0,947.0,108.0,118.0,91.5,93.0,102.0,91.2,14.0,18.0,77.8,0,0.1,0.4,-0.1,1.0,27.0,5.0,1.0,30.0,Partidos
312,Matteo Gabbia,it ITA,DF,24-142,5.3,267.0,299.0,89.3,5210.0,1745.0,93.0,102.0,91.2,144.0,151.0,95.4,29.0,42.0,69.0,0,0.1,0.1,-0.1,1.0,15.0,1.0,0.0,9.0,Partidos
313,Ramón Terrats,es ESP,CC,23-145,6.9,256.0,321.0,79.8,4110.0,978.0,137.0,154.0,89.0,104.0,118.0,88.1,14.0,33.0,42.4,1,0.8,0.7,0.2,4.0,17.0,5.0,1.0,27.0,Partidos
314,Yerson Mosquera,co COL,DF,22-314,4.2,161.0,198.0,81.3,2958.0,1039.0,58.0,63.0,92.1,91.0,103.0,88.3,12.0,28.0,42.9,0,0.2,0.2,-0.2,2.0,10.0,2.0,1.0,12.0,Partidos
315,Gonçalo Guedes,pt POR,"DL,CC",27-103,3.8,93.0,123.0,75.6,1523.0,362.0,46.0,55.0,83.6,39.0,48.0,81.3,5.0,9.0,55.6,2,0.9,0.4,1.1,8.0,4.0,12.0,2.0,15.0,Partidos
316,Ben Brereton,cl CHI,"DL,CC",24-328,3.0,55.0,74.0,74.3,869.0,208.0,27.0,37.0,73.0,23.0,27.0,85.2,3.0,4.0,75.0,0,0.3,0.2,-0.3,2.0,3.0,2.0,0.0,14.0,Partidos
317,Carlos Romero,es ESP,DF,22-134,2.7,107.0,154.0,69.5,1783.0,679.0,56.0,69.0,81.2,44.0,59.0,74.6,6.0,17.0,35.3,0,0.0,0.2,0.0,0.0,4.0,1.0,0.0,6.0,Partidos
318,Bertrand Traoré,bf BFA,CC,28-187,1.7,39.0,49.0,79.6,616.0,186.0,22.0,26.0,84.6,12.0,15.0,80.0,4.0,6.0,66.7,0,0.3,0.3,-0.3,3.0,2.0,4.0,2.0,6.0,Partidos
319,Manu Trigueros,es ESP,CC,32-146,2.3,94.0,115.0,81.7,1510.0,329.0,44.0,52.0,84.6,39.0,43.0,90.7,6.0,8.0,75.0,0,0.1,0.2,-0.1,2.0,7.0,3.0,0.0,14.0,Partidos
320,Denis Suárez,es ESP,"CC,DL",30-065,1.5,79.0,94.0,84.0,1324.0,518.0,38.0,43.0,88.4,34.0,38.0,89.5,5.0,8.0,62.5,0,0.3,0.6,-0.3,3.0,11.0,2.0,1.0,13.0,Partidos
321,Pepe Reina,es ESP,PO,41-193,1.0,28.0,36.0,77.8,809.0,633.0,4.0,4.0,100.0,15.0,15.0,100.0,9.0,17.0,52.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Partidos
322,Stefan Lekovic,rs SRB,DF,20-062,0.3,12.0,14.0,85.7,210.0,29.0,7.0,8.0,87.5,3.0,4.0,75.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
323,Pascu,es ESP,DL,20-337,0.2,4.0,5.0,80.0,77.0,31.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Partidos
324,Total del equipo,,,28.6,28.0,11134.0,13604.0,81.8,199863.0,74323.0,4958.0,5522.0,89.8,4916.0,5587.0,88.0,1090.0,1891.0,57.6,32,29.5,29.2,2.5,257.0,845.0,232.0,60.0,1109.0,
325,Total del oponente,,,27.8,28.0,10921.0,13584.0,80.4,195252.0,68034.0,4987.0,5583.0,89.3,4536.0,5225.0,86.8,1155.0,2108.0,54.8,37,29.2,32.8,7.8,282.0,891.0,270.0,94.0,1184.0,
326,David Soria,es ESP,PO,30-342,28.0,479.0,951.0,50.4,20446.0,18389.0,22.0,22.0,100.0,138.0,145.0,95.2,318.0,778.0,40.9,0,0.0,0.1,0.0,0.0,35.0,1.0,0.0,0.0,Partidos
327,Nemanja Maksimović,rs SRB,CC,29-045,26.4,614.0,765.0,80.3,8422.0,1622.0,372.0,428.0,86.9,183.0,231.0,79.2,25.0,46.0,54.3,0,0.7,1.3,-0.7,8.0,54.0,3.0,1.0,50.0,Partidos
328,Borja Mayoral,es ESP,DL,26-341,23.9,422.0,558.0,75.6,6846.0,1339.0,216.0,252.0,85.7,124.0,166.0,74.7,48.0,63.0,76.2,1,1.4,1.3,-0.4,20.0,48.0,7.0,2.0,67.0,Partidos
329,Gastón Álvarez,uy URU,DF,23-353,21.7,519.0,724.0,71.7,10054.0,3672.0,196.0,224.0,87.5,238.0,299.0,79.6,71.0,165.0,43.0,0,0.5,0.3,-0.5,5.0,53.0,4.0,3.0,48.0,Partidos
330,Djené,tg TOG,"DF,CC",32-071,19.8,571.0,754.0,75.7,10494.0,4029.0,228.0,267.0,85.4,264.0,328.0,80.5,64.0,120.0,53.3,0,0.2,0.5,-0.2,4.0,54.0,7.0,4.0,71.0,Partidos
331,Diego Rico,es ESP,DF,31-017,21.6,756.0,1141.0,66.3,13084.0,6792.0,374.0,447.0,83.7,290.0,435.0,66.7,75.0,190.0,39.5,7,3.3,2.8,3.7,31.0,81.0,28.0,22.0,96.0,Partidos
332,Mason Greenwood,eng ENG,"CC,DL",22-162,19.6,478.0,672.0,71.1,8382.0,1766.0,239.0,285.0,83.9,162.0,215.0,75.3,63.0,122.0,51.6,5,2.9,2.7,2.1,22.0,40.0,14.0,6.0,57.0,Partidos
